#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detecion call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
220768_s_at 154.7   A   0.303711
206511_s_at 394 A   0.19458
219659_at   164.6   A   0.432373
205044_at   32.2    A   0.753906
221041_s_at 588 A   0.219482
204795_at   91.5    A   0.828613
204234_s_at 149.8   A   0.219482
218497_s_at 704.8   P   0.046143
204265_s_at 3876.9  P   0.000732
204381_at   236.1   A   0.72583
40273_at    75.6    A   0.892699
221669_s_at 272.1   A   0.149658
204327_s_at 584.3   A   0.149658
204189_at   455.2   A   0.303711
204172_at   166.4   A   0.111572
206426_at   179.1   P   0.010742
205194_at   68.1    A   0.095215
205744_at   164.5   A   0.601074
222239_s_at 233.8   P   0.008057
214299_at   322.4   A   0.27417
204245_s_at 446.7   A   0.19458
209746_s_at 113.1   A   0.466064
214321_at   378.8   P   0.000244
204519_s_at 528.9   A   0.095215
205981_s_at 141.5   A   0.466064
203989_x_at 157.1   A   0.27417
219087_at   72.8    A   0.633789
211838_x_at 145.8   A   0.870361
209623_at   1220.9  A   0.303711
204479_at   1036.5  A   0.149658
204079_at   875.8   A   0.111572
218807_at   532.5   P   0.023926
204580_at   292 P   0.018555
205433_at   90  A   0.398926
218923_at   682.8   P   0.008057
219807_x_at 141.7   A   0.601074
205130_at   498.8   A   0.246094
38241_at    188.2   P   0.000673
204087_s_at 60.6    A   0.828613
221572_s_at 69.5    A   0.72583
203652_at   631.4   P   0.018555
220611_at   262 A   0.533936
204847_at   354.5   P   0.000244
218780_at   122.2   A   0.780518
209682_at   570.2   P   0.001221
205943_at   270.1   A   0.067627
221223_x_at 1467.7  A   0.432373
214308_s_at 179.5   A   0.219482
204814_at   212.6   A   0.533936
204586_at   48.1    A   0.80542
209735_at   135.6   A   0.303711
31861_at    2676    M   0.05447
213324_at   182.4   A   0.633789
204275_at   289.9   A   0.080566
205043_at   32.9    A   0.932373
204201_s_at 255.6   P   0.046143
203739_at   795.5   P   0.000732
209782_s_at 361.9   A   0.366211
219027_s_at 169 A   0.533936
218767_at   36.3    A   0.80542
219028_at   511.9   A   0.095215
205910_s_at 14.2    A   0.969727
206777_s_at 362.2   A   0.334473
209747_at   647.8   M   0.056152
206656_s_at 3095.2  P   0.00293
211421_s_at 69.5    A   0.665527
204543_at   495.3   A   0.366211
204485_s_at 124.4   A   0.432373
205167_s_at 119.9   A   0.398926
211841_s_at 63.6    A   0.932373
209758_s_at 397 P   0.030273
203983_at   355 P   0.030273
35617_at    70.3    A   0.810313
218849_s_at 738.4   A   0.19458
206082_at   814.8   A   0.095215
222103_at   128.1   A   0.219482
220955_x_at 39.6    A   0.753906
204603_at   123 A   0.633789
33736_at    276.3   A   0.397994
219830_at   235.2   A   0.533936
219105_x_at 198.1   A   0.149658
47550_at    57.2    A   0.621816
204897_at   462.2   P   0.001221
209642_at   211.3   A   0.303711
204591_at   41.5    A   0.753906
32042_at    303.2   A   0.11716
204703_at   619.2   P   0.010742
205782_at   511.8   P   0.018555
204647_at   271.6   A   0.067627
205030_at   206.8   A   0.19458
204294_at   1052.7  A   0.095215
209734_at   800.5   A   0.27417
219205_at   537.7   A   0.067627
209800_at   87.9    A   0.5
219505_at   1488.9  A   0.080566
203882_at   2182    P   0.008057
204243_at   287.8   P   0.030273
219515_at   382.4   P   0.018555
219960_s_at 310.9   A   0.303711
204401_at   317 A   0.366211
215295_at   307.4   A   0.432373
219902_at   81.3    A   0.398926
205769_at   251.5   A   0.19458
204732_s_at 576.5   P   0.030273
209781_s_at 57.7    A   0.953857
65884_at    411.2   A   0.150527
219058_x_at 1066.8  P   0.023926
204542_at   525.9   A   0.366211
213698_at   654.9   A   0.111572
204425_at   746.3   A   0.246094
203676_at   116.5   A   0.533936
208372_s_at 402.9   A   0.334473
212983_at   362.5   A   0.129639
205466_s_at 12.5    A   0.953857
219011_at   33.9    A   0.981445
219482_at   376.9   A   0.398926
207877_s_at 24.7    A   0.943848
218995_s_at 117.5   A   0.633789
204487_s_at 28.3    A   0.904785
218996_at   470.9   A   0.27417
212990_at   118.8   P   0.046143
206112_at   139.7   A   0.19458
218927_s_at 195.9   A   0.27417
204206_at   519.6   A   0.067627
204742_s_at 122.3   A   0.567627
219167_at   284.3   A   0.533936
204344_s_at 32.5    A   0.98584
210837_s_at 172.5   P   0.037598
209585_s_at 40.3    A   0.696289
218941_at   652.7   P   0.005859
209918_at   602.1   A   0.080566
37966_at    69.6    A   0.810313
37965_at    544.6   A   0.07383
40665_at    51.6    A   0.162935
210148_at   88  P   0.030273
204567_s_at 384.6   P   0.008057
210761_s_at 654.4   A   0.5
204991_s_at 24.5    A   0.753906
204496_at   112.1   A   0.129639
209930_s_at 4003.6  P   0.000244
214705_at   32  A   0.366211
204952_at   146.1   A   0.780518
209565_at   76.2    A   0.5
204231_s_at 101.9   A   0.665527
204297_at   144.4   A   0.219482
35666_at    1011.7  P   0.017001
218882_s_at 392.2   A   0.171387
218830_at   178.7   A   0.19458
220081_x_at 260.4   A   0.246094
205176_s_at 412.7   P   0.018555
41037_at    65.3    A   0.52062
205222_at   49.5    A   0.432373
204641_at   144.3   A   0.303711
219196_at   120.1   A   0.533936
204533_at   514.1   A   0.27417
204258_at   720 P   0.01416
204478_s_at 519.7   A   0.149658
204304_s_at 187.7   A   0.129639
206550_s_at 52.1    A   0.80542
212894_at   201.5   A   0.432373
206859_s_at 37.9    A   0.888428
205075_at   467.9   A   0.246094
204247_s_at 45.8    A   0.567627
207016_s_at 301.4   A   0.665527
219290_x_at 412 A   0.111572
209925_at   225.5   A   0.111572
217080_s_at 489.6   A   0.246094
204458_at   251.5   A   0.334473
218845_at   368.4   A   0.080566
204352_at   200.6   A   0.466064
213194_at   142.5   P   0.037598
204747_at   1557.5  A   0.067627
204668_at   539.8   A   0.149658
214398_s_at 971 A   0.111572
204873_at   35.7    A   0.398926
216331_at   36.8    A   0.953857
216305_s_at 288.8   A   0.080566
204693_at   384.8   A   0.432373
204916_at   496.7   P   0.005859
203997_at   493.3   A   0.171387
218911_at   110.2   A   0.246094
205596_s_at 360.6   M   0.056152
204955_at   208.8   P   0.046143
204776_at   418.9   A   0.171387
205019_s_at 164.5   A   0.601074
204725_s_at 100.7   A   0.533936
38157_at    65.4    A   0.910595
219080_s_at 215.3   A   0.19458
204523_at   197.7   A   0.246094
214062_x_at 301.9   A   0.466064
204203_at   86  A   0.696289
218926_at   261.1   A   0.19458
221044_s_at 83.3    A   0.567627
34689_at    697.7   A   0.47938
204624_at   887 P   0.037598
209830_s_at 26.2    A   0.780518
205626_s_at 154 A   0.149658
204709_s_at 12.8    A   0.98584
204531_s_at 37.6    A   0.366211
204363_at   36.5    A   0.962402
221563_at   512.2   P   0.018555
204286_s_at 37.2    A   0.466064
221571_at   478.8   P   0.01416
221632_s_at 421.6   P   0.046143
213030_s_at 243.9   A   0.398926
204149_s_at 19  A   0.888428
205034_at   67.4    A   0.334473
204438_at   273.1   A   0.19458
204512_at   52.1    A   0.246094
204849_at   30.8    A   0.888428
205060_at   34.4    A   0.665527
205351_at   489.1   P   0.030273
40837_at    124 A   0.732537
204864_s_at 299.9   M   0.056152
204191_at   503.3   A   0.303711
204638_at   466.8   A   0.129639
204929_s_at 392.1   A   0.219482
204559_s_at 308.6   A   0.466064
33767_at    177.7   A   0.35869
204497_at   61.2    A   0.696289
204604_at   785.6   P   0.023926
211795_s_at 2109.7  P   0.000244
205042_at   167.6   A   0.149658
204632_at   1165.5  P   0.018555
209720_s_at 28.9    A   0.904785
204340_at   103.8   A   0.5
219199_at   67.2    A   0.633789
215460_x_at 523.3   P   0.023926
206065_s_at 227.5   A   0.111572
204211_x_at 646.8   P   0.046143
219185_at   277.8   A   0.129639
204780_s_at 885.6   P   0.008057
204888_s_at 149.7   A   0.067627
213708_s_at 1247.3  P   0.023926
49878_at    928.1   P   0.000805
209716_at   426.6   M   0.056152
218877_s_at 20.2    A   0.432373
209725_at   1108    A   0.067627
210058_at   620 P   0.000244
204934_s_at 297.2   A   0.27417
204367_at   433.6   P   0.023926
204459_at   205 A   0.533936
213164_at   302.6   A   0.19458
204915_s_at 224.7   A   0.398926
204766_s_at 164.1   A   0.466064
207513_s_at 172.9   A   0.27417
204771_s_at 501.8   A   0.149658
38918_at    281.3   A   0.302547
204729_s_at 85.5    A   0.780518
204749_at   94.6    A   0.466064
207345_at   872.8   A   0.067627
204195_s_at 43.3    A   0.80542
213249_at   398 P   0.000732
36004_at    2300.3  A   0.089405
204118_at   3384.7  P   0.00293
208209_s_at 66.1    A   0.850342
204798_at   401.4   A   0.27417
204859_s_at 483.2   P   0.008057
205837_s_at 113.9   P   0.030273
218854_at   365.3   A   0.19458
215983_s_at 209.2   A   0.219482
205227_at   106.9   A   0.334473
204070_at   983 P   0.00415
211010_s_at 122.6   A   0.780518
204510_at   310.4   A   0.303711
218755_at   37.8    A   0.80542
205070_at   522.1   P   0.037598
210240_s_at 273.1   A   0.19458
205544_s_at 60.9    A   0.72583
204434_at   511 P   0.037598
209795_at   209.8   A   0.19458
220777_at   410.7   A   0.27417
210367_s_at 1014.1  P   0.023926
204279_at   3628.9  P   0.000732
205593_s_at 83.2    A   0.753906
215938_s_at 399.9   A   0.27417
204813_at   726.6   A   0.149658
219036_at   364.3   A   0.533936
218645_at   132.7   A   0.696289
204190_at   639.9   P   0.018555
219212_at   167.9   A   0.398926
204444_at   127.8   A   0.246094
207524_at   785.3   A   0.080566
37950_at    240.3   P   0.013092
206686_at   125.4   A   0.72583
204408_at   97.5    A   0.366211
206110_at   72.1    A   0.780518
206160_at   280.3   A   0.171387
205517_at   454.4   A   0.19458
205452_at   445.2   P   0.008057
218689_at   49  A   0.904785
204506_at   794.8   P   0.010742
221872_at   183.6   A   0.665527
218748_s_at 42.6    A   0.870361
210266_s_at 508.1   A   0.246094
206317_s_at 47.7    A   0.870361
220735_s_at 107.8   A   0.780518
209790_s_at 18.9    A   0.466064
218850_s_at 498.2   A   0.095215
218629_at   351.9   A   0.466064
213664_at   278.3   A   0.095215
204362_at   1025.5  P   0.000244
37145_at    1662.7  P   0.000959
204129_at   138.4   A   0.334473
221293_s_at 660 A   0.432373
204176_at   166.8   P   0.037598
205117_at   314.2   A   0.334473
204797_s_at 166.2   A   0.246094
210033_s_at 641.1   A   0.111572
219664_s_at 72.5    A   0.334473
206502_s_at 31.6    A   0.696289
205027_s_at 87.2    A   0.246094
204136_at   375 P   0.00415
204605_at   232 P   0.018555
207188_at   315.6   A   0.334473
209903_s_at 224.4   P   0.030273
209765_at   813.4   P   0.023926
204423_at   304.8   A   0.246094
204932_at   106.5   A   0.19458
204906_at   656.1   P   0.018555
205100_at   114.8   A   0.334473
218909_at   325.2   A   0.246094
209674_at   164.6   A   0.149658
209956_s_at 256.1   A   0.111572
204200_s_at 514.8   A   0.111572
218985_at   78.1    A   0.828613
214014_at   96.5    A   0.72583
34187_at    76.1    A   0.5
205229_s_at 129.5   A   0.366211
218943_s_at 233.2   A   0.219482
37152_at    62.6    A   0.732537
218795_at   142.3   A   0.601074
204788_s_at 503.3   P   0.010742
56197_at    3290.9  P   0.011447
210147_at   309.5   A   0.27417
205683_x_at 410.5   A   0.601074
219165_at   517.7   P   0.001953
204503_at   159.9   A   0.633789
35148_at    143.3   A   0.339558
204743_at   608.4   A   0.067627
203778_at   380.5   A   0.080566
204505_s_at 4595.1  P   0.000732
205404_at   266 A   0.19458
205241_at   629.7   A   0.067627
204451_at   177.1   A   0.366211
209825_s_at 76.7    A   0.870361
1438_at 326.8   A   0.32083
208335_s_at 161.7   A   0.5
204295_at   1149.1  A   0.219482
209827_s_at 1344.7  P   0.023926
204554_at   348.1   A   0.466064
219285_s_at 157.6   A   0.095215
206190_at   222.4   A   0.533936
205413_at   23.1    A   0.828613
213609_s_at 369.5   A   0.095215
219025_at   75.9    A   0.870361
210448_s_at 102.9   A   0.633789
204675_at   345.9   A   0.095215
204775_at   42.4    A   0.828613
204966_at   430.5   A   0.171387
221914_at   170.7   A   0.601074
204449_at   31.9    A   0.466064
205234_at   2.8 A   0.998047
205952_at   166.3   A   0.601074
204962_s_at 45.1    A   0.72583
219340_s_at 100.8   A   0.366211
219307_at   44.8    A   0.888428
40359_at    1963.4  A   0.162935
205143_at   353.7   A   0.129639
204663_at   122.3   A   0.533936
35820_at    47.2    A   0.939581
33646_g_at  193.7   A   0.267463
36566_at    166.4   A   0.541184
40687_at    66.6    A   0.715253
214610_at   469.6   P   0.023926
320_at  294.3   P   0.021866
218928_s_at 37.6    A   0.80542
205098_at   2020.8  P   0.00293
205482_x_at 973.2   P   0.030273
207387_s_at 421.5   A   0.19458
205011_at   388.8   A   0.080566
205734_s_at 16  A   0.870361
205035_at   397.5   A   0.567627
204454_at   848.6   A   0.366211
204979_s_at 64.5    A   0.72583
209715_at   86  A   0.601074
218983_at   231.4   P   0.00415
209764_at   148.6   A   0.567627
219197_s_at 83.5    A   0.5
205231_s_at 149.9   A   0.067627
205053_at   449.2   A   0.303711
216091_s_at 668 P   0.008057
219099_at   384 A   0.19458
205771_s_at 405.4   A   0.246094
204695_at   30.6    A   0.998047
211371_at   147 A   0.432373
36742_at    480.1   A   0.162935
56748_at    42.6    A   0.581931
206203_at   110.4   A   0.828613
219977_at   546.8   P   0.046143
216950_s_at 694.2   A   0.067627
213475_s_at 390.3   P   0.010742
204712_at   19.7    A   0.870361
204407_at   80.3    A   0.149658
37433_at    59.8    A   0.339558
219125_s_at 678.3   P   0.030273
205126_at   382.1   A   0.466064
218878_s_at 359.2   P   0.00293
204690_at   836.4   P   0.01416
219017_at   304.6   P   0.000244
209837_at   66.9    A   0.904785
218866_s_at 637.7   P   0.018555
205620_at   44.3    A   0.828613
2028_s_at   742.7   P   0.043968
205208_at   78.9    A   0.601074
213081_at   408.1   A   0.129639
210040_at   224.6   A   0.171387
219115_s_at 153.9   A   0.303711
218959_at   403.3   A   0.095215
219380_x_at 27.9    A   0.432373
219304_s_at 663.8   P   0.000244
205713_s_at 49.4    A   0.633789
210971_s_at 43.4    A   0.633789
206126_at   61.8    A   0.5
220668_s_at 579.9   A   0.466064
204723_at   141.5   A   0.665527
219671_at   489.3   P   0.008057
209778_at   49.1    A   0.696289
205642_at   118.5   A   0.567627
218657_at   31.3    A   0.994141
219189_at   160.6   A   0.696289
210017_at   135.7   A   0.219482
205409_at   77.1    A   0.466064
35626_at    497.5   A   0.081337
209946_at   232.9   A   0.246094
204679_at   323.2   A   0.303711
219148_at   194.7   A   0.067627
219401_at   53.5    A   0.72583
218826_at   382.1   M   0.056152
204717_s_at 157.6   A   0.366211
219657_s_at 550.6   A   0.398926
204852_s_at 1072.1  A   0.149658
216862_s_at 228 A   0.398926
205263_at   466.6   P   0.010742
221073_s_at 1574.5  A   0.334473
205036_at   437.7   A   0.27417
207151_at   297.6   A   0.219482
205737_at   260.8   A   0.334473
205742_at   179.7   A   0.601074
204476_s_at 88.9    A   0.904785
205207_at   223.7   A   0.171387
219019_at   156.9   A   0.633789
205170_at   400.9   P   0.001953
40524_at    95.5    A   0.67917
1320_at 220.5   A   0.35869
209737_at   257.5   A   0.111572
221087_s_at 1021.5  A   0.129639
206335_at   1379.4  A   0.366211
219079_at   894.1   P   0.037598
40560_at    148 A   0.52062
213110_s_at 267.1   A   0.303711
219291_at   69.1    A   0.828613
205523_at   125.1   A   0.696289
204856_at   429.3   A   0.149658
204635_at   1098.3  P   0.001953
210673_x_at 42  A   0.780518
205407_at   4.1 A   0.696289
204558_at   76.8    A   0.5
205474_at   1944.8  P   0.000732
336_at  1195.9  A   0.07383
205102_at   96.8    A   0.665527
205063_at   52.2    A   0.5
204550_x_at 424.1   A   0.398926
209723_at   977.9   P   0.046143
209678_s_at 634.1   P   0.030273
204875_s_at 24.6    A   0.696289
205539_at   307.3   A   0.398926
205289_at   61.4    A   0.753906
210002_at   18.7    A   0.72583
205709_s_at 20.6    A   0.888428
204931_at   48.1    A   0.303711
205039_s_at 705.7   A   0.129639
222201_s_at 248.8   A   0.080566
219803_at   189 A   0.171387
213677_s_at 202.5   A   0.27417
204736_s_at 113.1   A   0.334473
205515_at   297.2   A   0.334473
219333_s_at 100.9   A   0.633789
218988_at   383.7   A   0.219482
205518_s_at 342.9   P   0.01416
210168_at   409 A   0.753906
205978_at   23.4    A   0.466064
205485_at   64.6    A   0.567627
204484_at   171.9   A   0.665527
204974_at   261.6   A   0.366211
208608_s_at 66  A   0.696289
204443_at   420.1   A   0.466064
204493_at   455.9   A   0.303711
204838_s_at 133.6   A   0.567627
214684_at   217.8   A   0.171387
209847_at   84.2    A   0.72583
33304_at    1419.5  P   0.035163
39548_at    271.3   P   0.017001
219323_s_at 151.1   A   0.567627
205105_at   495.1   A   0.334473
205364_at   239.2   A   0.72583
37986_at    246.7   P   0.013092
396_f_at    7828.8  M   0.056152
204719_at   75.7    A   0.303711
205628_at   8.4 A   0.567627
221957_at   1115.9  P   0.023926
204936_at   25.8    A   0.99707
219250_s_at 371.7   A   0.129639
204893_s_at 546.4   A   0.432373
219287_at   769.3   P   0.023926
207152_at   549.9   P   0.008057
204981_at   392.1   A   0.303711
205152_at   185.8   P   0.008057
40284_at    35.5    A   0.861235
211106_at   482.8   A   0.149658
205712_at   482.1   A   0.219482
205500_at   279.3   A   0.219482
219415_at   25.9    A   0.962402
208510_s_at 10.1    A   0.850342
209907_s_at 600.6   A   0.219482
219281_at   351 A   0.171387
204954_s_at 186.2   A   0.72583
205984_at   243.5   A   0.246094
218875_s_at 6.9 A   0.633789
205080_at   553.6   P   0.037598
207813_s_at 33.5    A   0.98584
214137_at   393.1   A   0.095215
208250_s_at 357.6   P   0.030273
205257_s_at 618.4   P   0.037598
219032_x_at 465.1   P   0.023926
205274_at   145.7   A   0.753906
37201_at    344.1   A   0.098054
219295_s_at 67.5    A   0.303711
206492_at   269.6   A   0.366211
219308_s_at 176.2   A   0.5
209610_s_at 137.1   A   0.366211
205278_at   93.7    A   0.633789
210273_at   474.7   A   0.19458
218869_at   312.5   A   0.303711
218896_s_at 486.3   A   0.246094
205073_at   436.5   A   0.27417
207695_s_at 92.7    A   0.5
32094_at    407.1   A   0.218983
213436_at   228.1   P   0.018555
220662_s_at 93.9    A   0.780518
208223_s_at 140.8   A   0.219482
204646_at   389.8   P   0.001221
206716_at   51.1    A   0.870361
205110_s_at 192.3   A   0.366211
204774_at   2220    P   0.000244
35150_at    1888.1  P   0.000219
204983_s_at 375.9   P   0.046143
205255_x_at 1651.5  P   0.00415
204869_at   331.7   A   0.111572
204921_at   368.7   A   0.398926
210838_s_at 26.2    A   0.932373
204682_at   687.6   A   0.080566
206786_at   65.9    A   0.633789
34031_i_at  154.8   P   0.007953
205355_at   23.2    A   0.601074
213849_s_at 403.1   P   0.046143
204963_at   86.3    A   0.246094
1494_f_at   707.7   A   0.081337
204993_at   656.6   A   0.171387
204912_at   1092.8  P   0.01416
205185_at   291.5   A   0.432373
205932_s_at 165.1   A   0.27417
208389_s_at 227.8   A   0.219482
213239_at   61.2    A   0.567627
205736_at   26.5    A   0.828613
219179_at   448.5   A   0.246094
205469_s_at 561.8   A   0.219482
219213_at   599.8   A   0.432373
204855_at   41.9    A   0.850342
208384_s_at 1276.7  A   0.067627
220230_s_at 210.3   A   0.366211
205578_at   119.5   A   0.303711
207198_s_at 816.1   P   0.046143
220494_s_at 72.9    A   0.780518
219543_at   314.7   P   0.010742
204378_at   405.2   A   0.111572
219274_at   80.6    A   0.665527
220160_s_at 305.1   A   0.533936
210644_s_at 1154.3  A   0.129639
219159_s_at 44  A   0.932373
213342_at   79.2    A   0.567627
205009_at   564.1   A   0.334473
204296_at   67.2    A   0.633789
204746_s_at 296 A   0.432373
207434_s_at 397.2   P   0.037598
205850_s_at 84  A   0.665527
204918_s_at 167.2   A   0.111572
205319_at   119.2   A   0.601074
219229_at   295 A   0.246094
205260_s_at 18.6    A   0.753906
221207_s_at 271.2   P   0.037598
219211_at   130.9   A   0.633789
205072_s_at 17.8    A   0.303711
204853_at   165.6   A   0.696289
210511_s_at 42.9    A   0.753906
219076_s_at 380.9   A   0.5
210609_s_at 107.1   A   0.696289
40020_at    408.2   A   0.175989
222104_x_at 294.6   A   0.246094
207158_at   645.9   P   0.01416
216299_s_at 241.5   A   0.466064
219327_s_at 132.5   A   0.601074
210254_at   254.4   A   0.303711
219114_at   54.6    A   0.919434
205425_at   313.4   A   0.111572
204455_at   255.2   A   0.246094
206177_s_at 429 P   0.037598
219181_at   282.6   A   0.149658
211005_at   849 P   0.018555
213262_at   144.5   A   0.149658
205504_at   490.3   A   0.466064
209815_at   204.1   A   0.27417
206078_at   394.2   A   0.095215
204126_s_at 119.9   A   0.72583
204831_at   109 A   0.171387
216973_s_at 253.2   A   0.171387
210078_s_at 12.1    A   0.780518
205555_s_at 91  A   0.5
220865_s_at 444.6   A   0.095215
205826_at   34  A   0.953857
215813_s_at 631.7   A   0.149658
218964_at   132.3   A   0.601074
204071_s_at 282.6   M   0.056152
204470_at   613.3   P   0.00415
205408_at   632.2   A   0.080566
210029_at   425.1   A   0.398926
204908_s_at 160.3   A   0.171387
205557_at   645.3   A   0.466064
204616_at   90.8    A   0.633789
209951_s_at 249.1   A   0.171387
204517_at   107.6   A   0.27417
205189_s_at 1563.6  P   0.008057
205904_at   55.6    A   0.601074
205890_s_at 83.2    A   0.633789
219508_at   83.5    A   0.432373
220606_s_at 120.6   A   0.753906
204748_at   283.9   P   0.018555
36475_at    381.5   A   0.089405
205676_at   700.4   A   0.171387
205654_at   498.1   A   0.19458
219216_at   151 A   0.171387
205211_s_at 243.3   A   0.171387
210290_at   230.3   A   0.334473
205253_at   112 A   0.753906
213270_at   592.7   P   0.046143
1773_at 146.9   A   0.561639
205604_at   410.7   A   0.533936
204750_s_at 232.7   A   0.601074
205235_s_at 42.5    A   0.432373
209869_at   362.6   A   0.27417
32137_at    439.8   A   0.218983
205630_at   60.8    A   0.601074
214369_s_at 801.9   P   0.005859
204834_at   2900.6  P   0.000244
219391_at   176.8   A   0.095215
209884_s_at 182 P   0.00415
219351_at   462.3   A   0.19458
205415_s_at 140.6   A   0.633789
33307_at    495.7   A   0.11716
218901_at   296 A   0.067627
205529_s_at 68.9    A   0.533936
205048_s_at 3.9 A   0.932373
206155_at   74.3    A   0.696289
205619_s_at 190.9   A   0.398926
204956_at   109.9   A   0.149658
204894_s_at 251.6   A   0.19458
205181_at   365.9   A   0.398926
216856_s_at 22.1    A   0.665527
205795_at   12.8    A   0.919434
219645_at   467.4   P   0.037598
206260_at   370.6   A   0.432373
208018_s_at 3375.6  P   0.000244
204828_at   1201.6  P   0.005859
220951_s_at 859.2   M   0.056152
38158_at    347.5   A   0.175989
214413_at   27.1    A   0.943848
211367_s_at 399.8   P   0.018555
216960_s_at 420.2   M   0.056152
204970_s_at 138.7   A   0.567627
205031_at   125.3   A   0.780518
204822_at   149.2   A   0.171387
209973_at   62  A   0.665527
205575_at   1436.1  P   0.008057
209799_at   11.6    A   0.780518
205393_s_at 136.3   A   0.219482
205939_at   144.6   A   0.19458
204634_at   128.7   A   0.149658
205765_at   68.6    A   0.753906
205421_at   2.9 A   0.850342
47571_at    1006    P   0.014937
219112_at   298.4   A   0.27417
204369_at   356.7   A   0.219482
219407_s_at 224.7   A   0.5
219191_s_at 1025.9  A   0.129639
205358_at   20.8    A   0.991943
204765_at   266.5   A   0.466064
205119_s_at 9012.2  P   0.000244
209785_s_at 139.5   A   0.466064
50965_at    684.6   P   0.013092
204404_at   695.9   P   0.030273
209879_at   3164.8  P   0.023926
219195_at   93  A   0.533936
205148_s_at 205.1   A   0.5
218966_at   1144.5  P   0.030273
205090_s_at 74.7    A   0.696289
220281_at   80.6    A   0.219482
205725_at   151.7   A   0.5
204735_at   600.2   P   0.030273
213566_at   100.5   A   0.601074
204807_at   53.8    A   0.246094
219950_s_at 236.8   A   0.366211
214651_s_at 87.2    A   0.303711
204740_at   391.5   A   0.111572
204706_at   327.4   A   0.5
205237_at   3819.6  P   0.000244
205655_at   69.6    A   0.303711
219702_at   442 M   0.056152
204759_at   706.1   P   0.001953
205348_s_at 518.7   A   0.334473
205016_at   739.4   P   0.010742
204794_at   46.1    A   0.850342
205085_at   55.3    A   0.962402
219110_at   396.7   A   0.080566
204689_at   573.8   P   0.00293
204651_at   970.6   P   0.01416
208322_s_at 52.8    A   0.601074
205161_s_at 43  A   0.904785
204951_at   917.5   A   0.219482
206790_s_at 738.6   P   0.001953
220604_x_at 275.3   A   0.398926
205463_s_at 87.1    A   0.696289
221211_s_at 212.5   P   0.037598
31846_at    592.5   A   0.561639
206405_x_at 893 P   0.046143
205554_s_at 216.6   P   0.037598
204642_at   589.3   P   0.018555
220205_at   238.5   P   0.046143
206446_s_at 302.5   A   0.466064
205125_at   183.1   A   0.850342
204949_at   3528.4  P   0.000244
209833_at   682.8   P   0.023926
214261_s_at 231.6   A   0.466064
219264_s_at 24.2    A   0.981445
209798_at   420.5   P   0.008057
205116_at   302.7   P   0.030273
204453_at   82.6    A   0.398926
204969_s_at 17.1    A   0.633789
205803_s_at 154.3   P   0.010742
33197_at    206.6   A   0.561639
205612_at   178.7   A   0.080566
34449_at    268.4   A   0.107301
219317_at   140.8   A   0.466064
206111_at   1076.8  P   0.001953
206131_at   346.5   A   0.219482
1255_g_at   260.9   A   0.189687
206092_x_at 595.8   P   0.01416
204880_at   330.7   A   0.665527
205454_at   40.8    A   0.72583
209877_at   208.8   A   0.366211
205567_at   280.5   A   0.366211
210074_at   116.5   A   0.567627
57540_at    197.7   A   0.378184
205317_s_at 143.2   A   0.5
211891_s_at 70.1    A   0.5
210081_at   58.9    A   0.5
205476_at   65.9    A   0.981445
208416_s_at 752.3   A   0.334473
214286_at   32  A   0.870361
205549_at   63.5    A   0.5
204630_s_at 196.2   A   0.533936
205062_x_at 212.4   P   0.008057
206857_s_at 580.9   P   0.01416
207629_s_at 993.9   M   0.056152
206007_at   231.4   A   0.19458
219026_s_at 21.1    A   0.953857
204789_at   1137.7  A   0.095215
204655_at   2280.1  P   0.037598
36711_at    143.9   P   0.024711
204820_s_at 2393.7  P   0.005859
209871_s_at 61.4    A   0.80542
221605_s_at 619.7   P   0.018555
205184_at   761.9   M   0.056152
211184_s_at 581.1   A   0.067627
204944_at   99.2    A   0.665527
205405_at   299.5   A   0.334473
210619_s_at 44.6    A   0.780518
219892_at   600.2   P   0.046143
204887_s_at 61.1    A   0.601074
213539_at   2202.1  P   0.00415
205158_at   51.5    A   0.466064
205159_at   6129.4  P   0.000244
205526_s_at 522 A   0.080566
209911_x_at 582.1   A   0.171387
205471_s_at 228.1   A   0.080566
219954_s_at 136.4   A   0.219482
208186_s_at 132.7   A   0.601074
205186_at   47.8    A   0.953857
219478_at   98.4    A   0.601074
219134_at   20.6    A   0.80542
211004_s_at 661.8   A   0.111572
205399_at   44  A   0.696289
210004_at   205.1   P   0.00415
219737_s_at 214.5   A   0.334473
205312_at   503.2   P   0.01416
209938_at   123.3   A   0.432373
205267_at   407.4   A   0.080566
220507_s_at 22.6    A   0.80542
219119_at   249.1   A   0.303711
208033_s_at 53.3    A   0.850342
213590_at   320.8   P   0.037598
205327_s_at 584.5   P   0.037598
205432_at   571.5   A   0.5
219257_s_at 434.2   A   0.171387
208031_s_at 575.9   A   0.432373
205139_s_at 511 P   0.010742
204812_at   1045.8  A   0.149658
90265_at    2819.8  P   0.00418
209945_s_at 562.1   P   0.008057
219149_x_at 281.8   P   0.037598
209805_at   36  A   0.953857
204718_at   386 A   0.149658
219183_s_at 1810.5  P   0.023926
205698_s_at 683.2   A   0.219482
205857_at   169.1   A   0.171387
205966_at   10.2    A   0.567627
206157_at   115.4   A   0.19458
