#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detecion call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
205004_at   457.4   A   0.067627
220207_at   367.3   A   0.149658
222113_s_at 838.3   P   0.000732
206700_s_at 396.5   A   0.246094
219647_at   141.4   A   0.601074
213384_x_at 325.1   A   0.432373
205618_at   352.3   A   0.366211
205214_at   482.5   A   0.129639
209943_at   80.6    A   0.303711
205168_at   77  A   0.72583
205375_at   537.4   A   0.334473
205923_at   366.7   A   0.171387
204959_at   11661   P   0.000244
206350_at   363.1   M   0.056152
205131_x_at 56.4    A   0.80542
216615_s_at 880.2   A   0.067627
38964_r_at  12277.4 P   0.003585
206450_at   88.8    A   0.633789
221673_s_at 490.3   P   0.046143
219511_s_at 63.3    A   0.943848
219796_s_at 57.3    A   0.870361
206292_s_at 736.1   A   0.19458
219529_at   91.8    A   0.5
222062_at   61.9    A   0.72583
205373_at   290.2   A   0.219482
220132_s_at 232.6   P   0.023926
207153_s_at 308 A   0.366211
207845_s_at 62.1    A   0.366211
204566_at   602 P   0.023926
205473_at   26.9    A   0.5
214697_s_at 252.5   P   0.030273
204910_s_at 23.2    A   0.870361
213972_at   23.5    A   0.932373
214410_at   89.8    A   0.5
219565_at   13  A   0.850342
206246_at   132 A   0.72583
205446_s_at 177.9   A   0.27417
219568_x_at 82  A   0.303711
206400_at   223.6   A   0.850342
205245_at   754 A   0.080566
52255_s_at  423.2   A   0.302547
219510_at   150.8   A   0.432373
205026_at   615.7   M   0.056152
205013_s_at 403.9   P   0.010742
208079_s_at 135.6   A   0.334473
205248_at   290.3   A   0.129639
205271_s_at 387.3   A   0.19458
205052_at   226.5   A   0.19458
213654_at   481.2   A   0.219482
205178_s_at 40.2    A   0.633789
205240_at   18.8    A   0.919434
205917_at   458.2   A   0.149658
221139_s_at 315.4   M   0.056152
205806_at   46.9    A   0.780518
214339_s_at 913.5   A   0.067627
208399_s_at 337 A   0.171387
205588_s_at 95.1    A   0.466064
205182_s_at 154.5   A   0.870361
204824_at   24.8    A   0.969727
205590_at   499.9   M   0.056152
206569_at   586.4   A   0.366211
209882_at   468.5   P   0.00415
205104_at   32  A   0.994141
205531_s_at 108 A   0.633789
37512_at    97.5    A   0.089405
204994_at   2075.8  P   0.001221
219373_at   96.1    A   0.567627
213622_at   1214.6  P   0.005859
205367_at   723.8   A   0.111572
205318_at   515 A   0.246094
207981_s_at 143.5   A   0.366211
204977_at   808.7   P   0.01416
206386_at   362.1   A   0.398926
205754_at   161 A   0.567627
219934_s_at 222.1   A   0.246094
221217_s_at 358.5   A   0.067627
204937_s_at 837.5   A   0.19458
205846_at   36.3    A   0.432373
219280_at   18.3    A   0.72583
219187_at   70.6    A   0.943848
205755_at   248.9   A   0.246094
34697_at    316.2   A   0.127645
205729_at   294 P   0.018555
204968_at   532.9   A   0.27417
205218_at   217 A   0.080566
32128_at    167.1   A   0.267463
207233_s_at 491.9   A   0.149658
205032_at   327.7   A   0.334473
219370_at   481.6   A   0.246094
207776_s_at 436.8   A   0.067627
205488_at   1083.3  P   0.000244
219048_at   20.2    A   0.80542
204841_s_at 317.8   A   0.219482
205478_at   41.3    A   0.780518
210067_at   7.1 A   0.991943
205259_at   94.7    A   0.601074
214435_x_at 261.9   P   0.018555
206283_s_at 350.7   P   0.00415
204975_at   412.9   A   0.303711
117_at  1306.6  P   0.02786
210355_at   139.9   A   0.219482
61874_at    386.3   A   0.302547
44673_at    765.7   P   0.017001
39966_at    291.1   M   0.05447
219326_s_at 165.4   A   0.432373
37254_at    160.9   A   0.218983
206197_at   364.7   A   0.111572
214584_x_at 74.7    A   0.753906
177_at  64.4    A   0.602006
205291_at   2467.4  P   0.037598
204790_at   280.9   A   0.398926
206255_at   20.1    A   0.989258
219439_at   192.8   P   0.023926
219700_at   303.5   P   0.023926
219746_at   566 P   0.046143
37793_r_at  854.6   P   0.039365
204967_at   742.5   A   0.129639
210264_at   581.7   A   0.27417
220330_s_at 212 P   0.001953
205900_at   1777.1  P   0.001953
205094_at   563.3   P   0.023926
207339_s_at 2640.6  P   0.00415
205715_at   155.5   A   0.5
205201_at   830.9   A   0.111572
205927_s_at 592.8   A   0.129639
219282_s_at 475.9   P   0.037598
205940_at   93.3    A   0.398926
205427_at   82.1    A   0.567627
205919_at   1600.6  P   0.010742
219123_at   65.3    A   0.696289
213880_at   152.1   A   0.219482
205470_s_at 131.9   A   0.567627
207677_s_at 2542.4  P   0.000732
205989_s_at 97.9    A   0.5
205962_at   22.2    A   0.780518
204909_at   356.9   P   0.010742
205530_at   18  A   0.919434
204871_at   230.9   A   0.246094
205341_at   404.7   A   0.303711
208056_s_at 493.4   P   0.00415
220500_s_at 95.3    A   0.366211
219436_s_at 30.2    A   0.633789
209955_s_at 385.8   A   0.27417
205756_s_at 655.1   P   0.005859
205540_s_at 92.3    A   0.567627
204980_at   629 A   0.149658
205817_at   25.7    A   0.943848
205670_at   59.5    A   0.932373
205286_at   165.7   A   0.567627
205199_at   356.9   A   0.246094
205323_s_at 885.2   P   0.046143
219488_at   266.4   A   0.303711
205180_s_at 1198.9  P   0.046143
204686_at   203.5   A   0.19458
205000_at   454.8   A   0.19458
205498_at   190.9   A   0.129639
205439_at   225.3   A   0.5
205074_at   550.2   A   0.080566
205142_x_at 584.8   A   0.149658
221062_at   171.7   A   0.19458
205198_s_at 237.4   P   0.018555
204867_at   468.4   M   0.056152
205154_at   54.3    A   0.850342
206919_at   308.2   A   0.366211
205155_s_at 71.5    A   0.780518
206145_at   290.7   P   0.01416
214033_at   175.9   A   0.466064
209917_s_at 46.3    A   0.665527
213601_at   1169.9  A   0.219482
205636_at   874 P   0.030273
215148_s_at 634 A   0.171387
206021_at   135.1   A   0.219482
205277_at   1202.9  P   0.001221
205171_at   729.3   A   0.303711
205777_at   309.2   A   0.219482
210601_at   623.1   A   0.129639
205431_s_at 394.1   A   0.129639
205134_s_at 565.3   A   0.095215
205914_s_at 44.8    A   0.976563
206032_at   362.8   A   0.095215
221666_s_at 1142.2  P   0.046143
219104_at   411.2   A   0.171387
215506_s_at 120.8   A   0.432373
219480_at   556.3   A   0.366211
205281_s_at 84.2    A   0.111572
204884_s_at 81.3    A   0.432373
206105_at   785.6   M   0.056152
205622_at   115.9   A   0.828613
205376_at   191.5   A   0.067627
217176_s_at 52.2    A   0.171387
205379_at   56.2    A   0.850342
205794_s_at 354.1   A   0.246094
210055_at   98.1    A   0.5
205601_s_at 748.7   P   0.01416
205381_at   444.9   A   0.067627
205458_at   608.1   A   0.095215
219714_s_at 45  A   0.828613
204819_at   451.1   P   0.046143
205025_at   118.2   A   0.753906
210123_s_at 53.4    A   0.753906
205585_at   107.6   A   0.366211
209948_at   1026.7  A   0.27417
206819_at   321.4   A   0.334473
204976_s_at 394.9   P   0.01416
205493_s_at 129.5   A   0.246094
204804_at   1314.4  A   0.19458
205429_s_at 12.7    A   0.932373
205288_at   55.3    A   0.171387
219368_at   139.1   A   0.246094
219132_at   107.1   A   0.466064
206877_at   251.9   A   0.27417
205694_at   246.8   P   0.008057
205304_s_at 37.8    A   0.601074
205647_at   40.3    A   0.870361
214105_at   165 A   0.111572
209941_at   305.6   A   0.334473
206045_s_at 56.2    A   0.567627
205638_at   232.6   A   0.149658
219072_at   186.6   A   0.601074
210977_s_at 33.2    A   0.753906
213520_at   41.8    A   0.72583
204716_at   379.2   A   0.111572
219210_s_at 37.3    A   0.601074
205592_at   3619.7  P   0.001221
219228_at   597.7   M   0.056152
206375_s_at 133.3   A   0.601074
205851_at   649.8   P   0.01416
213467_at   144.3   A   0.5
205345_at   26.4    A   0.850342
205089_at   158.2   A   0.111572
209892_at   170.9   A   0.432373
205780_at   106.3   A   0.828613
205266_at   143.6   A   0.633789
205991_s_at 461.1   P   0.001953
207375_s_at 149.4   A   0.533936
210135_s_at 23.5    A   0.533936
205451_at   452.2   M   0.056152
204811_s_at 417.4   M   0.056152
205339_at   390.6   M   0.056152
205610_at   194.7   A   0.432373
205076_s_at 442.4   A   0.303711
204924_at   2535.1  P   0.00415
205328_at   455 P   0.01416
205014_at   404.2   A   0.27417
205873_at   1016.3  P   0.010742
221326_s_at 443.8   M   0.056152
210064_s_at 148.8   A   0.601074
219772_s_at 28.5    A   0.72583
219386_s_at 14.4    A   0.981445
219577_s_at 793.9   P   0.00293
210128_s_at 110.8   A   0.72583
205359_at   503.2   A   0.111572
205489_at   753.7   A   0.19458
205129_at   627 A   0.27417
216942_s_at 210.8   P   0.023926
206723_s_at 957.2   A   0.27417
205764_at   251.9   A   0.095215
205597_at   68.8    A   0.665527
205190_at   76.3    A   0.753906
220188_at   32.5    A   0.753906
210246_s_at 75.6    A   0.943848
205392_s_at 324.7   A   0.72583
205005_s_at 135 A   0.171387
221215_s_at 276.3   A   0.665527
205598_at   48.4    A   0.850342
219198_at   689 A   0.149658
205200_at   63.6    A   0.850342
219464_at   691 A   0.334473
205648_at   513.1   A   0.334473
219403_s_at 521 A   0.366211
205384_at   79.1    A   0.780518
205522_at   21  A   0.72583
205653_at   161.4   A   0.5
207659_s_at 505.3   M   0.056152
219552_at   42.8    A   0.633789
205774_at   105.9   A   0.870361
206737_at   45.4    A   0.98584
205226_at   12.5    A   0.969727
206267_s_at 153.7   A   0.303711
210072_at   111.7   A   0.366211
219394_at   346 A   0.219482
221221_s_at 592.2   A   0.466064
205786_s_at 1895.6  P   0.030273
216220_s_at 1003.8  P   0.010742
210085_s_at 69.8    A   0.780518
221141_x_at 192.8   A   0.5
208453_s_at 291.2   A   0.466064
205249_at   48.1    A   0.601074
205969_at   210.3   A   0.533936
205333_s_at 446.7   A   0.111572
220357_s_at 536.9   A   0.111572
205562_at   121.6   A   0.334473
206474_at   430.7   A   0.095215
213847_at   528.9   A   0.533936
205187_at   75.8    P   0.010742
205595_at   767.1   A   0.149658
210037_s_at 378 A   0.303711
214933_at   421.1   M   0.056152
206192_at   133.8   A   0.696289
206207_at   7535    P   0.000244
205282_at   212.9   A   0.080566
204826_at   958.2   A   0.149658
204878_s_at 197.7   A   0.432373
206291_at   506.4   A   0.219482
205450_at   25.2    A   0.904785
205236_x_at 785.8   A   0.129639
206535_at   15.9    A   0.98584
211592_s_at 114.8   A   0.171387
219266_at   186.7   A   0.303711
205088_at   239.3   P   0.023926
205440_s_at 17.6    A   0.828613
219434_at   2804.1  P   0.000732
205081_at   403.2   A   0.27417
219412_at   188.2   A   0.633789
210113_s_at 104.2   A   0.696289
216979_at   668.7   P   0.018555
205371_s_at 166.1   P   0.030273
219358_s_at 184.7   A   0.398926
219649_at   1175.2  A   0.149658
205710_at   56.3    A   0.366211
205298_s_at 1030.9  A   0.111572
211200_s_at 73.6    A   0.366211
205776_at   511.3   A   0.067627
205097_at   71.5    A   0.567627
205903_s_at 45.2    A   0.753906
210021_s_at 546.4   A   0.19458
205162_at   492.1   A   0.27417
205723_at   574.2   A   0.334473
219244_s_at 242.2   A   0.5
205204_at   1236.1  A   0.129639
205411_at   559.9   P   0.018555
205464_at   535 M   0.056152
206185_at   35.6    A   0.932373
205107_s_at 56.6    A   0.753906
206568_at   293.6   A   0.19458
205691_at   35.1    A   0.976074
210093_s_at 150.9   M   0.056152
205419_at   507.8   P   0.030273
210784_x_at 818.8   A   0.111572
216699_s_at 972.3   P   0.01416
214440_at   473.9   P   0.023926
214452_at   231.1   A   0.095215
206770_s_at 288.8   A   0.111572
214951_at   485.7   P   0.001221
205484_at   212.9   A   0.696289
209897_s_at 256.1   A   0.303711
210185_at   462.3   A   0.334473
210015_s_at 214.8   A   0.665527
205665_at   40.9    A   0.919434
204835_at   94.3    A   0.633789
205279_s_at 172.9   A   0.19458
205330_at   56.7    A   0.5
210884_s_at 300.7   A   0.111572
205283_at   69.5    A   0.696289
206595_at   198.4   A   0.246094
219393_s_at 385.3   A   0.171387
206072_at   57.7    A   0.753906
204928_s_at 69.6    A   0.828613
205675_at   64  A   0.533936
219797_at   188.8   P   0.023926
219634_at   534.4   P   0.018555
205296_at   151.9   P   0.01416
222005_s_at 970.8   A   0.171387
206026_s_at 895 P   0.000244
219366_at   49  A   0.753906
213791_at   319.9   A   0.219482
205751_at   43  A   0.5
205752_s_at 1190    A   0.067627
210190_at   24.1    A   0.919434
205811_at   420.9   A   0.246094
215243_s_at 546.7   A   0.149658
220198_s_at 173.8   A   0.665527
219983_at   345.8   P   0.046143
205412_at   340.2   A   0.432373
219661_at   247 A   0.466064
217483_at   539.7   A   0.466064
210048_at   219 A   0.398926
205844_at   43.6    A   0.533936
205827_at   354.2   A   0.246094
205455_at   587.4   A   0.398926
204957_at   441.8   P   0.046143
207626_s_at 237.6   A   0.366211
219157_at   363.9   P   0.00415
205396_at   391.2   P   0.023926
205264_at   531.1   A   0.171387
219461_at   528.3   A   0.533936
220658_s_at 62.6    A   0.753906
209906_at   625.1   P   0.046143
213415_at   37.6    A   0.633789
214441_at   187.1   A   0.27417
215332_s_at 453.1   A   0.171387
220139_at   306.7   A   0.466064
205300_s_at 677.3   A   0.129639
205251_at   309.3   P   0.008057
219428_s_at 901 P   0.023926
210823_s_at 80.1    A   0.567627
217127_at   140.3   P   0.023926
214449_s_at 355.7   A   0.095215
211330_s_at 159 A   0.111572
214587_at   81.4    A   0.27417
205326_at   820.8   A   0.246094
207655_s_at 229.9   A   0.129639
205246_at   51.9    A   0.80542
205420_at   49.8    A   0.633789
219630_at   6526.1  P   0.001953
209940_at   346.9   A   0.5
205352_at   65.9    A   0.567627
213427_at   101.9   A   0.466064
215554_at   62.5    A   0.466064
219421_at   184.5   A   0.303711
205697_at   109.7   A   0.72583
205247_at   263.8   A   0.432373
210164_at   991.1   P   0.01416
206081_at   58.6    A   0.665527
213633_at   141 A   0.753906
205406_s_at 327.6   A   0.080566
209949_at   6545.9  P   0.000244
220923_s_at 242.1   A   0.398926
205646_s_at 135.4   A   0.665527
210720_s_at 467.2   A   0.27417
219991_at   828.8   A   0.111572
213958_at   585.5   A   0.149658
205192_at   855.8   A   0.171387
205467_at   377 A   0.149658
205677_s_at 432.8   A   0.129639
220748_s_at 202.8   A   0.466064
219484_at   325.6   P   0.037598
205265_s_at 53.9    A   0.601074
205205_at   79.7    A   0.633789
220062_s_at 400.3   A   0.27417
204868_at   43.9    A   0.665527
205219_s_at 175.4   A   0.27417
205696_s_at 212.7   A   0.080566
205992_s_at 412.5   P   0.023926
205611_at   49.7    A   0.962402
219382_at   590.1   P   0.023926
205708_s_at 1063    A   0.067627
205372_at   269.3   A   0.111572
205977_s_at 223.3   A   0.633789
219278_at   34.7    A   0.919434
205258_at   188.8   A   0.601074
205525_at   191.9   P   0.01416
211848_s_at 52.7    A   0.850342
205635_at   208.4   A   0.334473
216617_s_at 33.7    A   0.567627
205880_at   276.9   A   0.095215
210797_s_at 721.3   P   0.01416
219400_at   607.6   A   0.334473
206212_at   664.6   A   0.219482
205944_s_at 649.6   A   0.601074
205559_s_at 124.5   A   0.111572
205140_at   173.9   P   0.037598
205778_at   77.3    A   0.601074
205668_at   456.2   P   0.001221
213623_at   298.7   P   0.01416
210007_s_at 291.5   A   0.067627
205616_at   399 A   0.19458
205599_at   305.2   A   0.398926
206159_at   408.9   A   0.171387
205833_s_at 175.1   A   0.466064
205899_at   506.1   A   0.219482
205602_x_at 178.8   A   0.665527
205215_at   62.6    A   0.466064
205428_s_at 679.1   P   0.030273
217293_at   605.5   A   0.129639
205759_s_at 71.9    A   0.466064
205582_s_at 87.5    A   0.780518
206315_at   23.4    A   0.962402
205239_at   163.5   A   0.171387
205313_at   580.8   A   0.246094
205695_at   521 A   0.219482
205784_x_at 279.4   A   0.665527
219835_at   28.3    A   0.994141
207338_s_at 526.6   P   0.037598
220037_s_at 171.4   A   0.303711
211508_s_at 117.3   A   0.633789
206310_at   426.8   A   0.19458
205356_at   613.6   M   0.056152
206238_s_at 273.3   A   0.696289
205538_at   589.9   A   0.067627
206524_at   147.7   A   0.633789
210534_s_at 388.3   P   0.046143
204986_s_at 656.3   A   0.095215
210751_s_at 256.5   A   0.303711
219561_at   304 A   0.567627
205968_at   312.2   A   0.334473
222237_s_at 124.8   A   0.111572
219440_at   32.3    A   0.72583
210244_at   405.9   A   0.303711
209990_s_at 336.8   A   0.246094
205743_at   721.2   A   0.27417
205672_at   84.3    A   0.780518
219528_s_at 530.1   P   0.00293
205422_s_at 33  A   0.665527
210632_s_at 18.9    A   0.953857
209992_at   637.6   A   0.111572
207692_s_at 511.5   A   0.19458
205898_at   1697.9  P   0.000244
219789_at   336 A   0.149658
205401_at   414.2   A   0.219482
214373_at   260.8   A   0.334473
210108_at   32.6    A   0.80542
205852_at   81.2    A   0.398926
214443_at   77  A   0.27417
207113_s_at 625.5   A   0.19458
205169_at   155 A   0.5
206727_at   156.9   A   0.398926
219429_at   239.1   P   0.030273
214407_x_at 578.1   A   0.303711
219727_at   72.8    A   0.633789
219614_s_at 41.1    A   0.633789
206816_s_at 205.5   P   0.00415
206644_at   336.6   P   0.010742
206018_at   17.2    A   0.904785
206922_at   366 A   0.5
205805_s_at 175.4   A   0.432373
205586_x_at 778.6   P   0.005859
210221_at   588 A   0.149658
205975_s_at 88.4    A   0.432373
205349_at   276.4   A   0.149658
205639_at   869.9   A   0.366211
214564_s_at 416.9   A   0.334473
220247_at   61.2    A   0.334473
206094_x_at 779.6   P   0.023926
205809_s_at 45.7    A   0.850342
210082_at   65.7    A   0.919434
205980_s_at 44.9    A   0.943848
219209_at   48.1    A   0.850342
205692_s_at 151.1   A   0.633789
205456_at   1445.8  P   0.030273
206276_at   97.9    A   0.850342
205565_s_at 445 A   0.095215
207501_s_at 219.5   A   0.095215
213844_at   137.1   A   0.334473
210402_at   94.6    A   0.696289
206096_at   262.2   P   0.030273
205678_at   473.1   P   0.010742
205497_at   215.2   A   0.334473
222008_at   28.6    A   0.98584
209994_s_at 52.5    A   0.5
205799_s_at 251.9   P   0.023926
213874_at   1130.7  P   0.030273
208373_s_at 190.4   A   0.567627
206387_at   35.7    A   0.932373
205581_s_at 51.4    A   0.665527
206647_at   523.6   A   0.27417
205815_at   680.7   P   0.018555
215925_s_at 58.3    A   0.533936
219267_at   106.6   A   0.696289
206286_s_at 108.6   A   0.72583
219643_at   104.5   A   0.398926
205825_at   35.9    A   0.870361
205894_at   464.5   A   0.219482
205671_s_at 73.4    A   0.633789
205688_at   431.4   A   0.19458
219475_at   82  A   0.888428
